w1,w2,b
0.9999997999999624,0.9999997999999397,-2.882175636902486e-14
0.9927128043152019,0.9919478049394009,-0.0005000000005007276
0.9854258299284477,0.9838958338056264,-0.0009999996457501917
0.9781388605276258,0.9758438683891268,-0.0014999990582486658
0.9708519065756498,0.9677919183761229,-0.001999997803386502
0.9635649689889482,0.9597399875345347,-0.0024999980129941017
0.9562780444271403,0.9516880711587657,-0.0029999999101890354
0.9489911341598056,0.9436361704904518,-0.003500002141817237
0.9417042381594233,0.9355842855135295,-0.004000003377431942
0.9344173569897828,0.9275324169940455,-0.004500005162123637
0.9271304883236744,0.9194805639099888,-0.00500000584786203
0.9198436351424176,0.9114287263668777,-0.005500006233904039
0.9125567973237642,0.9033769056807406,-0.006000006736555689
0.9052699754762302,0.8953251025794847,-0.0065000075520974705
0.8979831679541105,0.8872733155048774,-0.00700000819753623
0.8906963722220879,0.8792215423982083,-0.0075000085564301214
0.8834095944527561,0.871169788153189,-0.008000009312269175
0.8761228313186832,0.8631180500299076,-0.008500010015684295
0.8688360828670212,0.8550663281589308,-0.009000010590651702
0.8615493467051504,0.847014619949553,-0.009500012372116708
0.854262626243807,0.838962929007349,-0.010000014218290174
0.846975920873847,0.8309112547920392,-0.010500015473669773
0.8396892292662514,0.8228595957341495,-0.011000017647581118
0.8324025520435723,0.8148079525560763,-0.011500020040756608
0.825115890189039,0.8067563263179631,-0.012000021560981095
0.8178292421149822,0.7987047153706236,-0.012500023254283132
0.8105426088190464,0.7906531207557895,-0.013000024672365438
0.8032559906828524,0.7826015429052745,-0.013500026175444784
0.79596938730417,0.7745499813357303,-0.01400002747802439
0.7886827983382496,0.7664984356906707,-0.014500028959047935
0.7813962238506658,0.7584469060415551,-0.01500002994195562
0.7741096636587723,0.7503953921386572,-0.01550003117522643
0.7668231164224082,0.7423438926057218,-0.016000032492826687
0.7595365843949253,0.7342924098871357,-0.016500033518672505
0.7522500645860462,0.7262409406536068,-0.017000034248600995
0.7449635628618355,0.7181894914014926,-0.017500035945915083
0.7376770749593693,0.7101380573073108,-0.018000036811315033
0.7303906024990736,0.7020866404035853,-0.018500038364753845
0.7231041441404256,0.6940352391180631,-0.01900003884986227
0.7158177005411854,0.6859838540735008,-0.019500040035858375
0.7085312701602855,0.6779324838079008,-0.020000040243018772
0.701244857003124,0.6698811324684741,-0.02050004027043758
0.6939584567154077,0.6618297952242699,-0.02100004041773378
0.6866720716459661,0.6537784748119775,-0.021500040521017345
0.6793857015785036,0.6457271710270374,-0.02200004059374627
0.6720993458137212,0.6376758831364152,-0.02250004068240001
0.6648130053499028,0.6296246121291034,-0.02300004072239269
0.6575266784973061,0.6215733559764813,-0.023500040831242918
0.6502403677526825,0.6135221177621195,-0.024000040831998876
0.642954071581087,0.6054708956508323,-0.024500040832754245
0.6356677899835615,0.5974196896438146,-0.025000040833509
0.6283815229606562,0.5893684997425106,-0.0255000408342631
0.6210952705116737,0.5813173259435808,-0.02600004083501666
0.6138090312241953,0.5732661665530627,-0.026500040934902182
0.6065228079201138,0.5652150249587209,-0.027000040935654536
0.5992365983788481,0.5571638986461528,-0.02750004098927715
0.5919504042196206,0.5491127892563323,-0.02800004099002838
0.5846642246327634,0.5410616959687298,-0.028500040990779008
0.5773780596182725,0.5330106187833082,-0.029000040991529086
0.5700919091761021,0.52495955770002,-0.029500040992278705
0.5628057733062173,0.5169085127188433,-0.030000040993027846
0.5555196520085921,0.5088574838397479,-0.030500040993776612
0.5482335452832066,0.5008064710627163,-0.031000040994524962
0.5409474531299996,0.4927554743876916,-0.031500040995273156
0.5336613755489692,0.4847044938146451,-0.032000040996021314
0.526375312540097,0.4766535293434673,-0.032500040996769605
0.5190892641033243,0.46860258097424357,-0.033000040997518326
0.5118032302386721,0.46055164870689624,-0.03350004099826775
0.5045172109460838,0.45250073254138057,-0.03400004099901824
0.49723120622552996,0.444449832477706,-0.034500040999770006
0.4899452160769785,0.43639894851575745,-0.035000041000522904
0.48265924050038467,0.42834808065569874,-0.0355000410012759
0.47537327949564834,0.4202972288971857,-0.03600004100202647
0.4680873330628573,0.412246393240421,-0.036500041002769344
0.4608014012020252,0.40419557368541137,-0.03700004100349491
0.45351548391315943,0.396144770232117,-0.03750004100418753
0.44622958119597966,0.38809398288021457,-0.03800004100482562
0.43894369305033665,0.38004321162966026,-0.03850004100538441
0.43165781947689763,0.37199245648114654,-0.039000041005848606
0.4243719604750037,0.36394171743385384,-0.03950004100625076
0.4170861160444089,0.3558909944876214,-0.04000004100676602
0.4098002861861719,0.3478402876436625,-0.0405000410079266
0.4025144708932642,0.3397895968963267,-0.04100004101508619
0.3952286701520974,0.3317389222344158,-0.04150004104152847
0.38794288398253596,0.32368826367383663,-0.04200004106796833
0.38065711238461764,0.3156376212146532,-0.04250004109439984
0.37337135535819,0.30758699485669805,-0.04300004112083147
0.36608561290324515,0.29953638459998644,-0.043500041147260145
0.35879988501977333,0.2914857904444639,-0.0440000411736876
0.3515141717075947,0.28343521239003033,-0.04450004120011783
0.34422847296690773,0.2753846504368277,-0.04500004122653984
0.3369427887974572,0.2673341045847447,-0.04550004125295917
0.3296571191994684,0.2592835748338519,-0.04600004127936875
0.3223714641727454,0.25123306118393607,-0.046500041305780226
0.31508582371728566,0.24318256363491164,-0.04700004133219169
0.3078001978330174,0.23513208218678572,-0.047500041358606124
0.30051458652005325,0.22708161683968453,-0.048000041385013924
0.2932289897784077,0.21903116759361674,-0.0485000414114119
0.2859434076077433,0.21098073444830012,-0.04900004143781605
0.2786578400082007,0.20293031740371759,-0.04950004146422001
0.2713722869798565,0.1948799164600411,-0.050000041490616674
0.2640867485225359,0.18682953161707705,-0.050500041517015905
0.25680122463641486,0.1787791628750175,-0.051000041543403735
0.24951571532133165,0.17072881023359976,-0.05150004156978941
0.24223022057712862,0.16267847369273558,-0.052000041596181636
0.2349447404039059,0.1546281532525623,-0.052500041622569965
0.22765927480154502,0.1465778489129168,-0.05300004164896226
0.22037382377007553,0.1385275606739026,-0.05350004167535025
0.21308838730949664,0.13047728853547624,-0.05400004170173483
0.20580296541974397,0.12242703249754183,-0.05450004172811978
0.19851755810084004,0.11437679256009547,-0.05500004175450325
0.19123216535268783,0.10632656872308788,-0.055500041780886696
0.18394678717536572,0.09827636098657178,-0.056000041807264624
0.17666142356876235,0.09022616935043903,-0.056500041833642226
0.16937607453291847,0.08217599381469098,-0.05700004186001655
0.1620907400676963,0.07412583437923514,-0.05750004188639189
0.15480542017319276,0.06607569104415278,-0.05800004191276106
0.1475201148492431,0.05802556380926227,-0.058500041939133454
0.14023482409597188,0.04997545267467696,-0.05900004196550016
0.13294954791318914,0.041925357640144045,-0.05950004199186926
0.12566428630092075,0.033875278705757794,-0.06000004201823854
0.11837903925922189,0.025825215871558838,-0.060500042044603436
0.11109380678793868,0.017775169137423164,-0.0610000420709696
0.10380858888714384,0.009725138503407837,-0.061500042097331634
0.09652338555673068,0.0016751239693890696,-0.06200004212369492
0.08923819679673073,-0.006374874464588842,-0.06250004215005525
0.08195302260703297,-0.01442485679865424,-0.06300004217641848
0.0746678629876788,-0.02247482303285353,-0.06350004220277956
0.06738271793863904,-0.030524773167155406,-0.06400004222914053
0.060097587459874924,-0.03857470720159806,-0.06450004225550049
0.060237462346969806,-0.0420796309766307,-0.06470004225845816
0.060377336777161505,-0.045584547856379,-0.06490004226895374
0.0629222070827794,-0.047599460106173774,-0.06500004227415401
0.06306207633651284,-0.05110436582427291,-0.06520004227629218
0.06560694127247013,-0.05311926703454817,-0.06530004228149869
0.06574680496379681,-0.05662416183497232,-0.06550004229198708
0.068291664530303,-0.0586390520056681,-0.06560004229719113
0.07083651900734711,-0.06065393814643549,-0.06570004230238495
0.07097637242627375,-0.06415881775947585,-0.06590004230478777
0.07352122153379148,-0.06617369286078834,-0.06600004230998716
0.07366106939655026,-0.06967856155238916,-0.06620004232047502
0.07620591313456115,-0.07169342561429604,-0.06630004232567867
0.07875075178290825,-0.07370828564638354,-0.06640004233087363
0.07889058918624858,-0.07721313926901896,-0.0666000423413667
0.08143542246526536,-0.07922798826170463,-0.06670004234656397
0.08157525449950498,-0.08273283084476701,-0.06690004235705127
0.08412008240902535,-0.08474766879818629,-0.06700004236225506
0.08389990577429485,-0.08832750241481602,-0.06720004237274046
0.08644472903469702,-0.09034232917884588,-0.06730004237794016
0.08898954720533325,-0.09235715191340677,-0.06740004238314476
0.0887693608317921,-0.09593697031118809,-0.06760004239362988
0.09131417435309497,-0.09795178185643727,-0.0677000423988382
0.09385898278496385,-0.09996658937195191,-0.06780004240403882
0.09363878667241776,-0.10354639255080089,-0.0680000424145249
0.09618359045513425,-0.10556118887719212,-0.06810004241972212
0.0959633896933143,-0.10914098086699275,-0.0683000424302105
0.09850818882657708,-0.11115576600437072,-0.0684000424354176
0.10105298287033948,-0.11317054711211272,-0.06850004244061979
0.1008327723696476,-0.11675032388327433,-0.06870004245111197
0.10337756176427182,-0.11876509380180078,-0.0688000424563132
0.10315734661441334,-0.12234485938378858,-0.06900004246680531
0.10570213135976059,-0.1243596181132891,-0.06910004247201111
0.10824691101539474,-0.126374372813294,-0.06920004247721802
0.1080266861269139,-0.12995412317659305,-0.06940004248770233
0.11057146113354266,-0.13196886668755936,-0.06950004249290606
0.11311623105286817,-0.13398360616776084,-0.06960004249802812
0.11289599642570058,-0.13756334131264736,-0.06980004250851449
0.11544076169355977,-0.13957806960529706,-0.06990004251372497
0.11522052241724734,-0.1431577935613333,-0.07010004252421508
0.11776528303899059,-0.14517251066510406,-0.07020004252942608
0.12031003857133338,-0.1471872237392382,-0.0703000425346321
0.1200897895592381,-0.15076693247708195,-0.07050004254513068
0.12263454044253219,-0.1527816343623818,-0.07060004255033626
0.12241428678147037,-0.15636133191149626,-0.07080004256083282
0.12495903301567446,-0.15837602260818162,-0.07090004256604263
0.1275037741604268,-0.1603907092754686,-0.071000042571251
0.1272835107610102,-0.16397039160640214,-0.07120004258174334
0.12982824725683972,-0.16598506708496452,-0.07130004258695143
0.1296079792083824,-0.16956473822725582,-0.0715000425974472
0.13183770817095763,-0.17167440426451908,-0.07160004260265657
0.13438243555818596,-0.17368906433523557,-0.07170004260787435
0.13416215840145118,-0.17726872006945826,-0.07190004261836491
0.13639187825585042,-0.17937837069864537,-0.07200004262356605
0.13893659653486812,-0.18139301536149355,-0.0721000426287794
0.13871631026977171,-0.1849726556880209,-0.07230004263927405
0.14094602101551224,-0.18708229090975403,-0.07240004264449344
0.1421407293233481,-0.1889269215878997,-0.07250004264972308
0.14333543524173908,-0.190771548576828,-0.07260004265495511
0.14453013877059306,-0.19261617187659352,-0.07270004266019288
0.14572483991012386,-0.19446079148709305,-0.07280004266542664
0.14691953866025242,-0.19630540740835656,-0.07290004267066058
0.14811423502084842,-0.19815001964046264,-0.07300004267589874
0.1493089289922538,-0.19999462818319302,-0.07310004268112688
0.15050362057420186,-0.20183923303677065,-0.07320004268635917
0.15169830976676346,-0.20368383420116598,-0.07330004269159246
0.15432299543352324,-0.20384843301596933,-0.07330004269155015
0.15551767698732522,-0.2056930301619555,-0.07340004269678257
0.15671235615182177,-0.20753762361871342,-0.07350004270201248
0.15790703292698027,-0.2093822133862855,-0.0736000427072423
0.16053170617627588,-0.2095468008043586,-0.07360004270720301
0.16172637531268474,-0.21139138655365075,-0.073700042712435
0.162921042059881,-0.21323596861369354,-0.07380004271766134
0.16554570528124857,-0.21340054832425692,-0.07380004271761789
0.16576536710084833,-0.2150551253257471,-0.073900042722859
0.16598502848110552,-0.2167096990181101,-0.07400004272810187
0.1686096855744843,-0.21687427178120666,-0.07400004272805856
0.16882934126614768,-0.21852884183522625,-0.07410004273329711
0.16904899651847338,-0.2201834085801233,-0.07420004273853703
0.1692686513315047,-0.2218379720158825,-0.074300042743776
0.1718933018579638,-0.22200253452228735,-0.07430004274371987
0.1721129509823629,-0.2236570943198395,-0.07440004274895944
0.17233259966730552,-0.22531165080840165,-0.07450004275420724
0.17255224791306412,-0.22696620398776046,-0.07460004275944866
0.17517689187227314,-0.22713075623773982,-0.07460004275939408
0.17539653442947545,-0.22878530577887246,-0.07470004276463416
0.1756161765473887,-0.2304398520109463,-0.07480004276987705
0.17583581809710291,-0.23209439506420537,-0.07490004278352455
0.17605545933646294,-0.23374893467817115,-0.07500004278877237
0.178680096288933,-0.23391347336298463,-0.07500004278873841
0.1788997318399017,-0.2355680093386383,-0.07510004279397688
0.17911936695144615,-0.2372225420053098,-0.07520004279922099
0.17933900162369398,-0.23887707136300906,-0.0753000428044707
0.18196363200922416,-0.23904159979147277,-0.07530004280443066
0.1821832609930314,-0.24069612551097763,-0.07540004280967491
0.1824028895374188,-0.24235064792177585,-0.07550004281494069
0.18405251679236856,-0.24243016796085848,-0.07550004281491464
0.18427214159851824,-0.24408468690327356,-0.07560004282016143
0.1859217651149434,-0.24416420347431367,-0.07560004282013688
0.1861413861824821,-0.24581871894870244,-0.07570004282538575
0.18779100596041354,-0.24589823205165828,-0.07570004282535955
0.18801062328907947,-0.2475527440584624,-0.07580004283063857
0.18966023920868302,-0.24763225381604248,-0.07580004283873655
0.189879852799268,-0.24928676235439418,-0.07590004284398925
0.19152946510031632,-0.24936626852123767,-0.07590004284396083
0.19174907495174232,-0.25102077359229513,-0.07600004284926004
0.1933986835142405,-0.2511002762911967,-0.07600004284923659
0.19361828962637007,-0.25275477789520373,-0.0761000428545966
0.1952678944504056,-0.2528342771261267,-0.07610004285457475
0.19691749597545716,-0.2529137761978988,-0.07610004285454133
0.19713709505169863,-0.25456827417307415,-0.07620004285978428
0.1987866928383084,-0.2546477697768714,-0.07620004285975307
0.19900628817607902,-0.2563022642808004,-0.0763000428649982
0.2006558822242681,-0.25638175641337035,-0.07630004286496844
0.2008754738240004,-0.25803624744908693,-0.07640004287019742
0.20252506413388516,-0.2581157361136699,-0.07640004287016582
0.2027446519952365,-0.25977022368146874,-0.076500042875397
0.20439423856678451,-0.25984970887809333,-0.07650004287536594
0.20373382645243576,-0.2613891909960675,-0.0766000428806144
0.20538341104549773,-0.2614686729587723,-0.07660004288058965
0.20472299695279195,-0.26300815184274673,-0.07670004288583884
